Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,ytd,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State
348,MTB,Financials,-49.2,23.0,-4.1,-4.1,-5.1,0.2,-0.5,-1.3,4.7,-6.5,-14.4,-49.2,29.4,-72.2,1.4,0.0,-128.7,91.1,300.0,322.0,88.76,391.16,-20,-31.999999999999986,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
349,MRK,Pharmaceuticals,-54.4,26.6,3.3,-8.2,-8.1,0.1,10.0,-5.1,-22.6,-29.6,-42.6,-54.4,61.4,-95.8,2.5,0.0,-87.1,86.0,305.0,330.0,91.98,392.18,6,2.1000000000000085,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
350,CNP,Utilities,-51.2,30.5,-1.8,-4.9,-2.5,1.4,-0.2,6.7,3.0,-4.8,-12.5,-51.2,21.8,-82.7,1.6,0.0,-116.4,89.1,302.0,324.0,91.01,393.01,-31,-9.200000000000003,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
351,VMC,Building Materials,-37.7,7.4,-13.1,-4.4,-6.8,-6.1,-9.0,-12.5,-18.2,-16.3,-18.2,-37.7,23.2,-42.1,1.4,0.0,-132.6,102.7,269.0,292.0,105.92,397.72,-3,-64.89999999999999,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL
352,JNJ,Pharmaceuticals,-43.3,40.3,-4.8,-9.6,-9.8,-2.8,7.7,13.4,5.2,-8.1,-21.1,-43.3,20.1,-85.4,2.1,0.0,-80.6,97.1,285.0,307.0,107.27,398.07,-7,-14.899999999999991,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
353,SCHW,Investment Banking & Brokerage,-37.6,20.3,0.3,-4.9,-8.2,-8.2,-10.5,-3.9,-2.4,-20.7,-16.9,-37.6,56.7,-61.7,1.3,0.0,-104.1,102.7,269.0,291.0,113.57,400.37,7,0.30000000000001137,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
354,HAL,Oil & Gas Equipment & Services,-71.8,37.9,-2.1,-0.5,7.6,25.0,49.9,32.3,7.2,-6.1,5.1,-71.8,34.8,-138.6,2.7,0.0,-139.0,68.6,343.0,367.0,83.25,406.05,8,-0.6999999999999886,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
355,TFC,Financials,-72.5,20.7,-5.3,-2.9,-3.3,0.8,5.6,9.8,19.7,-6.5,-28.7,-72.5,23.0,-96.8,1.5,0.0,-279.1,67.9,346.0,370.0,70.65,406.25,-3,-84.20000000000002,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
356,160580.KS,Commodity,-47.4,28.8,-3.0,-6.3,-5.6,1.6,5.2,5.0,-0.5,-13.0,-18.5,-47.4,32.3,-78.9,1.8,0.0,-115.7,92.4,297.0,318.0,109.2,408.2,-5,-20.10000000000001,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
357,EXC,Utilities,-44.7,11.9,-0.5,-8.5,-7.2,-5.3,-8.5,-7.0,-13.8,-23.1,-26.6,-44.7,49.5,-56.9,1.7,0.0,-205.7,95.7,288.0,311.0,106.45,412.65,-4,-88.19999999999999,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH
358,ADM,Farm Products,-65.6,21.5,5.7,-6.4,1.4,10.9,17.2,14.0,-7.6,-34.5,-39.5,-65.6,93.3,-108.6,1.7,0.0,-250.0,73.7,327.0,349.0,87.48,413.08,18,18.69999999999999,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
359,CINF,Insurance - Property & Casualty,-40.3,12.6,-6.0,-5.1,-5.7,-6.0,-7.9,-8.4,-7.0,-15.5,-22.7,-40.3,38.9,-51.3,1.4,0.0,-153.8,100.1,276.0,298.0,117.41,414.61,-9,-82.00000000000001,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
360,XEL,Utilities,-53.2,25.8,-3.8,-5.0,-2.7,-1.2,-1.0,5.6,2.1,-14.8,-35.1,-53.2,41.3,-85.6,1.4,0.0,-147.7,87.1,304.0,326.0,107.98,415.58,18,6.0,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
361,TYL,Technology,-123.8,1.5,-2.7,-7.4,-10.9,-21.6,-39.1,-55.2,-65.2,-81.0,-101.5,-123.8,77.0,-126.4,2.5,0.0,39.7,16.6,474.0,492.0,114.51,416.11,7,18.6,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
362,VRSN,Technology,-63.7,18.0,1.9,0.2,6.1,6.3,-4.9,3.4,-8.3,-25.7,-52.1,-63.7,78.8,-94.3,1.8,0.0,-239.6,76.7,322.0,346.0,93.1,416.3,11,0.4000000000000057,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL
363,SBUX,Restaurants,-70.7,23.3,-1.2,2.1,4.6,12.8,11.9,5.9,-8.8,-28.0,-49.1,-70.7,47.2,-105.9,1.9,0.0,-195.7,69.7,337.0,362.0,92.31,417.31,34,89.19999999999999,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
364,DDOG,Technology,-18.3,15.4,5.8,7.8,12.1,2.6,-0.9,-6.4,-11.7,-26.0,,-18.3,147.3,-87.1,1.8,0.0,-126.6,61.6,367.0,247.0,118.12,418.52,31,76.20000000000002,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL
365,KIM,Real Estate,-65.7,18.9,-1.9,-2.7,-0.9,4.4,2.7,-1.3,-6.5,-22.4,-25.9,-65.7,15.2,-83.9,1.9,0.0,-220.3,74.7,324.0,351.0,96.13,418.73,-7,-62.900000000000006,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
366,WBD,Entertainment,-88.0,26.2,0.0,-5.5,-6.4,-2.1,54.2,112.6,102.8,47.0,-10.5,-88.0,140.4,-168.4,2.0,0.0,-369.1,52.4,393.0,412.0,57.01,419.21,3,-10.700000000000045,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING
367,JOBY,Airports & Air Services,-33.1,8.7,-3.7,-6.0,-13.4,-27.5,-30.8,-7.3,-13.4,-22.9,,-33.1,149.0,-87.6,1.7,0.0,-298.5,28.3,454.0,279.0,79.0,419.6,-4,-81.19999999999999,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL
368,HST,Hotel & Resort REITs,-74.2,29.5,0.3,0.8,3.8,11.5,16.8,12.0,1.2,-12.0,-26.1,-74.2,13.8,-111.1,2.7,0.0,-171.7,66.2,353.0,376.0,90.33,419.73,6,-4.299999999999983,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
369,EXE,Oil & Gas E&P,-16.4,1.8,-3.4,-8.6,-11.2,-13.3,-17.5,-16.1,-23.2,-21.5,,-16.4,97.5,-43.2,2.1,0.0,-44.5,42.1,423.0,239.0,127.69,420.49,8,2.5,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL
370,PNW,Utilities,-59.0,24.1,-5.7,-6.6,-3.2,2.0,0.1,-1.9,-6.2,-9.6,-26.4,-59.0,15.7,-82.2,1.7,0.0,-146.1,81.4,316.0,338.0,108.98,420.98,-44,-44.8,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
371,WEC,Utilities,-51.4,18.7,-3.9,-6.8,-4.4,-0.9,-2.9,2.0,-1.1,-14.6,-35.2,-51.4,69.9,-78.6,1.5,0.0,-198.1,89.0,303.0,325.0,110.53,421.73,-46,-34.5,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL
372,MET,Financials,-56.8,7.7,-1.6,0.5,1.0,-0.9,-7.3,-16.1,-20.5,-31.8,-32.8,-56.8,42.0,-64.5,2.4,0.0,-231.3,83.6,312.0,336.0,103.99,422.79,10,3.0,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL
373,EA,Electronic Gaming & Multimedia,-62.0,30.8,-1.3,-6.1,-5.7,-6.1,0.0,6.2,0.7,-10.7,-28.6,-62.0,40.5,-106.9,1.4,0.0,-132.5,78.4,319.0,342.0,111.73,423.13,-3,-17.200000000000003,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
374,AIG,Insurance - Diversified,-65.2,16.2,7.1,-5.8,-3.9,-5.7,-12.7,-18.3,-22.6,-24.8,-19.6,-65.2,9.9,-79.1,1.8,0.0,-137.3,74.2,326.0,347.0,110.47,425.47,32,199.2,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
375,HAS,Leisure,-86.2,25.2,-1.9,-2.7,-3.5,3.2,8.8,17.7,17.5,-6.2,-35.6,-86.2,23.8,-122.8,1.8,0.0,-270.1,54.2,390.0,409.0,75.16,426.56,-4,-41.60000000000002,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
376,SLB,Oil & Gas Equipment & Services,-82.4,34.7,-2.3,-0.3,3.6,21.6,33.3,18.9,-4.5,-11.9,-5.1,-82.4,19.0,-135.4,2.5,0.0,-152.1,58.0,376.0,397.0,91.2,427.8,-1,-10.699999999999989,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
377,OXY,Oil & Gas E&P,-77.7,22.1,-2.2,-7.2,4.5,18.4,18.8,1.0,-20.7,-28.0,-5.7,-77.7,85.7,-124.0,1.8,0.0,-207.3,62.6,364.0,385.0,91.23,427.83,13,-10.400000000000006,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
378,DOW,Chemicals,-44.5,37.1,0.0,-4.7,16.6,41.3,50.8,20.0,-2.9,-28.2,-42.7,-44.5,31.9,-138.5,3.3,0.0,-116.1,43.0,418.0,310.0,107.48,429.48,11,19.099999999999994,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
379,LMT,Aerospace & Defense,-62.9,10.2,-3.7,-14.6,-20.2,-10.4,-8.7,-16.5,-25.7,-34.7,-49.2,-62.9,45.1,-75.0,2.5,0.0,-244.0,77.5,321.0,345.0,106.53,429.73,-7,-81.4,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
380,YUM,Restaurants,-57.9,7.8,-7.3,-6.8,-8.3,-5.1,-9.0,-12.4,-22.2,-31.8,-43.6,-57.9,45.1,-66.3,2.0,0.0,-360.1,82.4,314.0,337.0,102.19,432.39,-15,-173.70000000000002,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
381,DGX,Healthcare,-47.4,11.2,-5.9,-7.6,-8.3,-4.1,-6.2,-4.1,-6.6,-17.5,-27.6,-47.4,24.3,-56.0,1.7,0.0,-282.7,92.9,294.0,318.0,117.92,433.12,-37,-152.2,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
382,MAS,Industrials,-67.2,11.0,-4.3,2.0,-0.3,1.4,-3.9,-16.6,-23.9,-31.7,-45.3,-67.2,27.9,-78.5,2.2,0.0,-205.0,73.1,329.0,354.0,111.13,433.73,-23,-126.3,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
383,HBAN,Banks - Regional,-54.3,6.5,-5.8,-4.4,-6.8,-6.4,-10.8,-13.8,-9.8,-18.8,-26.3,-54.3,27.8,-61.8,1.4,0.0,-387.2,86.0,305.0,329.0,106.1,434.9,-17,-197.7,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
384,SOLV,Healthcare,-23.8,3.8,3.8,0.0,-6.8,-11.2,-16.6,-21.6,,,,-23.8,9.1,-56.0,2.1,0.0,-360.4,-1.1,503.0,260.0,82.61,435.61,38,1076.9,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
385,IEX,Industrials,-81.6,20.6,-1.8,0.9,0.9,8.6,10.4,-4.5,-21.7,-43.1,-62.5,-81.6,36.0,-111.7,2.7,0.0,-214.8,58.8,375.0,396.0,95.6,437.0,20,43.0,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
386,VZ,Integrated Telecommunication Services,-76.2,22.9,-3.1,-6.2,-3.2,5.0,3.4,3.4,2.9,-8.9,-36.7,-76.2,16.2,-103.2,2.2,0.0,-228.1,64.1,360.0,381.0,100.49,437.09,0,-32.400000000000006,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
387,ULTA,Specialty Retail,-68.4,18.9,-1.9,-5.8,-15.4,-13.3,-10.3,-1.7,-17.6,-32.0,-36.2,-68.4,50.1,-95.6,1.8,0.0,-229.3,71.9,332.0,358.0,111.1,437.9,-3,-47.400000000000006,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
388,CARR,Industrials,-16.7,13.1,-5.9,-1.6,-1.4,3.4,-8.4,-20.3,-25.7,-28.5,,-16.7,46.3,-102.3,2.2,0.0,-187.1,57.1,381.0,241.0,131.35,440.55,4,16.200000000000017,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL
389,O,Real Estate,-67.8,14.5,-2.6,-4.3,-4.6,1.2,1.0,-1.0,-8.6,-25.8,-43.0,-67.8,32.7,-84.4,2.1,0.0,-331.2,72.5,330.0,357.0,107.89,441.29,-4,-67.89999999999998,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
390,PSA,Real Estate,-75.2,10.4,-2.4,-1.8,-2.0,1.1,-6.2,-15.7,-25.2,-41.8,-47.4,-75.2,40.3,-88.1,2.1,0.0,-314.5,65.1,356.0,377.0,101.49,443.29,-3,-59.099999999999994,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
391,ELV,Healthcare,-91.3,10.1,-1.9,5.9,6.0,5.9,-1.2,-23.7,-43.4,-65.5,-78.3,-91.3,105.9,-113.2,2.5,0.0,-250.9,49.1,404.0,423.0,92.83,449.03,5,-21.900000000000006,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL
392,HOLX,Healthcare,-80.8,18.9,-0.3,2.4,4.1,5.9,7.3,-6.0,-21.6,-39.3,-55.6,-80.8,38.3,-108.0,1.8,0.0,-264.1,39.2,427.0,395.0,95.65,451.25,9,0.0,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
393,REG,Real Estate,-76.5,15.7,0.9,-3.5,-2.2,2.1,-1.7,-6.5,-13.1,-26.5,-34.4,-76.5,11.8,-92.4,2.0,0.0,-293.0,63.9,361.0,382.0,109.88,452.08,-13,-102.30000000000001,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
394,SRE,Utilities,-65.3,11.1,-2.6,-7.1,-4.4,-3.3,-1.2,-4.4,-11.4,-22.7,-39.4,-65.3,21.9,-75.7,1.7,0.0,-400.1,75.0,323.0,348.0,115.23,452.63,8,-33.400000000000034,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL
395,ICE,Financial Data & Stock Exchanges,-55.8,0.2,-5.6,-6.1,-9.6,-8.0,-17.9,-22.4,-25.1,-31.4,-45.4,-55.8,26.5,-55.6,1.9,0.0,-640.1,84.6,311.0,334.0,113.5,453.3,-31,-545.2,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
396,MCD,Restaurants,-62.8,0.0,-0.8,-9.3,-13.6,-12.9,-18.2,-23.0,-35.4,-46.0,-56.9,-62.8,53.8,-62.5,2.3,0.0,-1304.9,77.6,320.0,344.0,97.93,453.93,-8,-769.9000000000001,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
397,EIX,Electric Utilities,-94.5,17.5,-1.8,-9.3,-6.5,2.5,6.9,-10.0,-24.0,-34.8,-51.7,-94.5,15.5,-117.3,2.4,0.0,-292.8,45.9,410.0,429.0,93.55,454.55,12,-23.400000000000034,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH
398,BMY,Healthcare,-88.4,26.7,-1.9,-15.7,-8.6,3.5,10.8,10.7,-2.0,-26.6,-45.2,-88.4,16.3,-125.8,1.8,0.0,-222.0,51.0,395.0,413.0,105.39,454.99,2,-18.69999999999999,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
399,FE,Utilities,-69.5,7.9,-6.7,-11.5,-11.0,-7.3,-6.0,-5.9,-10.9,-21.6,-39.2,-69.5,30.9,-77.7,2.0,0.0,-633.1,70.8,335.0,360.0,106.4,455.0,-45,-467.90000000000003,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
400,BEN,Asset Management,-95.3,22.6,8.7,16.5,10.6,17.8,18.7,21.7,4.4,-18.3,-36.8,-95.3,9.6,-125.3,1.6,0.0,-328.8,44.1,413.0,432.0,90.87,455.47,11,-6.199999999999989,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
401,F,Auto Manufacturers,-72.7,10.0,-3.6,-6.2,-12.9,-12.7,-8.4,-7.6,-21.1,-37.5,-32.8,-72.7,98.7,-91.2,1.5,0.0,-476.5,67.7,348.0,371.0,107.17,456.17,-18,-229.2,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
402,EXR,Real Estate,-75.2,3.5,-3.0,-3.5,-5.8,-3.1,-10.9,-22.2,-31.1,-54.8,-62.9,-75.2,95.9,-81.0,2.0,0.0,-705.9,65.1,356.0,377.0,98.63,456.83,-9,-330.79999999999995,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
403,TXT,Industrials,-75.8,10.7,-7.5,-5.5,-6.0,-1.8,-1.1,-10.0,-22.0,-34.4,-33.4,-75.8,27.7,-89.6,1.9,0.0,-412.9,64.6,359.0,380.0,106.67,458.07,17,132.0,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL
404,RMD,Healthcare,-72.3,0.6,0.6,-8.1,-16.1,-18.3,-27.3,-32.4,-38.1,-60.2,-76.8,-72.3,134.7,-73.2,1.7,0.0,-461.2,68.1,345.0,369.0,111.49,458.69,-6,3.3000000000000114,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
405,PRU,Financials,-79.3,5.9,2.0,-3.4,-6.2,-9.2,-14.4,-27.7,-34.0,-45.3,-48.3,-79.3,35.8,-86.1,2.2,0.0,-332.4,61.0,369.0,389.0,110.91,458.91,22,121.90000000000003,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
406,KVUE,Household & Personal Products,-46.1,12.8,-1.0,-5.6,-7.4,-3.0,-16.5,-29.8,-46.1,,,-46.1,0.0,-115.3,2.3,0.0,-344.9,-10.1,518.0,316.0,96.47,460.87,-15,-82.0,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
407,XYZ,Financials,-71.3,4.4,0.0,4.0,6.9,3.2,-4.9,-15.9,-27.7,-63.4,-96.0,-71.3,807.1,-111.5,1.9,0.0,-559.8,69.1,341.0,365.0,112.76,461.16,14,-14.099999999999909,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL
408,EQR,Real Estate,-84.3,11.1,0.9,1.0,0.8,2.7,-5.3,-17.2,-24.5,-40.5,-55.1,-84.3,30.5,-98.0,2.4,0.0,-354.6,56.1,384.0,403.0,106.26,462.86,7,-21.0,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
409,USB,Financials,-84.9,17.6,-3.3,-3.4,-3.5,1.5,5.6,4.9,6.8,-15.4,-36.9,-84.9,15.5,-105.7,2.0,0.0,-357.2,55.5,388.0,408.0,104.7,463.5,-10,-85.19999999999999,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
410,FRT,Real Estate,-91.3,18.6,3.8,-1.1,1.9,7.4,7.4,-3.3,-11.0,-26.5,-40.6,-91.3,8.5,-113.5,2.4,0.0,-308.4,49.1,404.0,423.0,104.52,464.72,16,6.800000000000011,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
411,TGT,Discount Stores,-90.7,13.3,-0.7,-2.0,5.6,17.3,18.4,-6.4,-24.6,-58.7,-78.5,-90.7,164.8,-129.4,3.2,0.0,-373.0,49.7,400.0,419.0,102.25,467.65,-4,-22.5,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL
412,TSN,Farm Products,-100.5,21.0,5.1,1.5,1.4,9.1,9.8,5.2,1.3,-27.1,-53.4,-100.5,24.5,-133.3,2.1,0.0,-335.6,39.8,425.0,443.0,97.98,468.38,42,90.79999999999995,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
413,EG,Insurance - Reinsurance,-86.3,10.5,-2.9,-2.0,-0.1,1.8,-5.6,-19.0,-34.5,-42.0,-53.1,-86.3,38.9,-100.4,2.3,0.0,-350.4,54.1,391.0,410.0,110.25,468.85,-9,-59.0,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL
414,NWSA,Entertainment,-79.6,6.6,-4.6,-5.5,-5.5,-6.9,-17.4,-26.9,-33.1,-42.3,-47.5,-79.6,56.8,-88.7,1.8,0.0,-306.1,60.8,370.0,390.0,122.64,469.04,-20,-153.90000000000003,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
415,ITW,Industrials,-69.3,1.5,-3.6,-6.8,-9.6,-6.3,-10.6,-18.1,-30.0,-40.6,-53.0,-69.3,26.1,-70.3,2.4,0.0,-1946.0,71.1,333.0,359.0,102.53,469.73,-48,-1785.5,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
416,ADSK,Technology,-80.2,2.7,1.3,-7.3,-6.8,-15.7,-26.2,-31.2,-39.5,-56.0,-78.0,-80.2,136.2,-86.0,1.7,0.0,-459.9,59.1,373.0,392.0,114.56,471.56,31,802.1,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
417,WAT,Healthcare,-93.8,11.7,8.5,7.5,1.2,-5.7,-9.0,-20.9,-29.9,-51.2,-64.8,-93.8,46.1,-111.9,2.0,0.0,-353.3,46.6,407.0,427.0,107.01,472.61,81,4459.7,EARLY_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
418,CMS,Utilities,-66.1,4.3,-4.9,-8.1,-6.3,-4.4,-6.9,-6.9,-9.2,-20.9,-41.0,-66.1,38.9,-70.3,2.0,0.0,-1094.0,74.3,325.0,352.0,117.88,473.28,-10,-641.4,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
419,MMM,Industrials,-98.0,10.1,-3.6,-6.2,-10.2,-13.6,-16.1,-12.0,1.2,-14.4,-41.2,-98.0,17.6,-110.5,1.2,0.0,-637.4,42.4,422.0,441.0,93.91,476.51,-2,-240.09999999999997,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
420,CHD,Household & Personal Products,-89.7,9.5,-4.5,-6.4,-8.8,-2.9,-8.9,-23.1,-36.2,-49.3,-68.9,-89.7,46.1,-103.4,2.6,0.0,-366.6,50.7,397.0,416.0,114.32,477.72,-17,-164.50000000000003,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
421,ED,Electric Utilities,-84.7,8.9,-3.6,-8.1,-6.7,-1.7,-5.8,-10.4,-19.1,-28.6,-46.1,-84.7,25.7,-95.0,2.2,0.0,-606.9,55.6,387.0,406.0,111.08,478.08,4,-187.29999999999995,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL
422,HSY,Confectioners,-79.8,6.4,-1.1,-9.2,-13.8,-9.0,-9.9,-14.2,-30.7,-49.4,-62.7,-79.8,80.2,-90.4,1.8,0.0,-726.3,60.5,371.0,391.0,114.46,478.86,1,-289.79999999999995,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
423,MTD,Healthcare,-77.7,2.6,1.2,-2.9,-6.4,-10.1,-9.8,-21.2,-34.0,-57.3,-69.7,-77.7,88.0,-81.9,1.9,0.0,-1274.3,62.6,364.0,385.0,107.41,479.61,27,2111.7,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
424,VTRS,Healthcare,-112.9,25.0,2.5,3.1,5.2,18.0,36.6,33.8,30.7,15.9,-25.2,-112.9,6.1,-151.9,2.7,0.0,-349.8,27.4,455.0,471.0,96.61,479.81,15,34.30000000000001,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
425,HD,,-82.7,0.0,-0.5,-8.9,-15.2,-16.5,-24.6,-34.0,-43.6,-57.4,-70.3,-82.7,61.9,-82.4,2.2,0.0,-884.5,57.6,380.0,398.0,109.81,481.41,3,-43.799999999999955,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
426,HON,Industrials,-79.2,5.4,-5.0,-10.4,-12.9,-6.2,-9.3,-12.8,-21.2,-36.6,-54.0,-79.2,18.2,-84.2,2.1,0.0,-900.5,61.2,368.0,388.0,113.92,482.32,-13,-520.2,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
427,STE,Healthcare,-75.4,0.0,-0.7,-7.3,-14.8,-17.6,-22.5,-28.4,-40.8,-57.0,-73.5,-75.4,69.5,-75.0,1.9,0.0,-1707.9,65.0,358.0,379.0,110.12,483.12,4,-42.200000000000045,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
428,REGN,Biotechnology,-100.7,9.3,-1.2,-10.2,-11.4,-10.3,-1.9,-23.8,-42.5,-56.1,-65.1,-100.7,50.6,-115.7,2.3,0.0,-393.2,39.6,426.0,444.0,107.27,483.67,-14,-173.29999999999998,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
429,CVS,Healthcare,-104.6,24.9,-3.6,-0.6,-0.5,-1.6,-0.3,7.3,-7.6,-36.7,-53.4,-104.6,8.4,-141.5,1.3,0.0,-276.3,35.7,437.0,455.0,115.96,486.36,-13,-34.900000000000006,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
430,PEG,Utilities,-70.8,0.0,-5.0,-6.6,-8.4,-7.9,-13.6,-21.2,-22.6,-30.3,-44.7,-70.8,16.1,-70.4,2.1,0.0,-2830.6,69.5,339.0,363.0,110.64,486.64,-20,-2319.7,STRONG_DOWN,LOWER,NEUTRAL,S5_TRASH
431,CRM,Software,-116.0,2.7,2.7,-4.4,-8.7,-18.7,-31.1,-46.8,-59.7,-71.9,-94.9,-116.0,111.0,-121.7,2.3,0.0,-342.9,24.3,460.0,477.0,102.59,487.19,18,134.70000000000005,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
432,CCL,Travel Services,-124.4,4.4,-2.8,-8.6,-14.5,-14.1,-15.3,-5.3,0.8,2.4,-38.6,-124.4,18.9,-130.4,1.5,0.0,-2218.8,16.0,476.0,494.0,61.63,487.23,-14,-1060.8000000000002,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
433,CI,Healthcare,-97.4,5.5,-5.7,-5.2,-5.9,-3.7,-14.2,-28.6,-41.2,-52.7,-63.5,-97.4,48.1,-105.6,2.2,0.0,-617.9,42.9,419.0,438.0,107.2,487.4,-14,-330.2,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL
434,MDLZ,Confectioners,-105.9,9.9,-0.7,-1.7,-2.2,0.8,-9.7,-21.2,-38.1,-53.5,-73.2,-105.9,19.9,-119.1,2.3,0.0,-540.2,34.5,439.0,456.0,102.03,487.43,17,180.19999999999993,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL
